MOLREGNO,SMILES,MOST_ACIDIC,MOST_BASIC,TRADE_NAME,CHARGE_STATE,Name,CX_Acidic_1,CX_Acidic_2,CX_Basic_1,CX_Basic_2,Delta Acidic,Delta Basic,N_Count,O_Count,Organic
675691,O.Cl.Cc1cn(cn1)c2cc(NC(=O)c3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)cc(c2)C(F)(F)F,12.94,5.64,TASIGNA,Neutral,675691,,,,,,,7.0,2.0,True
675692,CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24.OC(=O)c5cc6ccccc6c(Cc7c(O)c(cc8ccccc78)C(=O)O)c5O,,7.78,ZYPREXA RELPREVV,Neutral,675692,2.38,2.98,,,,,4.0,6.0,True
675694,Cl.N[C@H](C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N)C34CC5CC(CC(O)(C5)C3)C4,,8.3,KOMBIGLYZE XR,Charged,675694,,,7.9,,,0.4,3.0,2.0,True
675695,Cl.CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3c4Oc5ccc(cc5Cl)[C@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H]6C(=O)N[C@H]7C(=O)N[C@@H]([C@H](O)c8ccc(Oc3cc6c4)c(Cl)c8)C(=O)N[C@H](C(=O)O)c9cc(O)c(CNCP(=O)(O)O)c(O)c9c%10cc7ccc%10O)O[C@@H](C)[C@H]1O,,,VIBATIV,Neutral,675695,1.55,3.16,9.99,8.79,,,11.0,27.0,True
675696,CC(C)(Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2)C(=O)[O-].C[N+](C)(C)CCO,3.09,,FENOFIBRIC ACID,Charged,675696,3.1,,,,-0.01,,1.0,5.0,True
675697,Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2n1,3.53,5.66,FOLOTYN,Charged,675697,3.28,4.1,,,0.25,,7.0,5.0,True
675698,CN1CCC(=C2c3ccccc3CCn4c(C=O)cnc24)CC1,,8.77,LASTACAFT,Charged,675698,,,7.16,,,1.61,3.0,1.0,True
675699,CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,11.2,,JEVTANA KIT,Neutral,675699,,,,,,,1.0,14.0,True
675700,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(=O)C,12.56,,DUREZOL,Neutral,675700,,,,,,,0.0,7.0,True
675701,CNC(=O)c1cnn(c1)c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2,13.07,1.32,LEXISCAN,Neutral,675701,,,,,,,8.0,5.0,True
675703,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(=Cc3csc(C)n3)C,13.73,2.76,IXEMPRA KIT,Neutral,675703,,,,,,,2.0,5.0,True
675705,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,,,BANZEL,Neutral,675705,,,,,,,4.0,1.0,True
675710,OC(=O)CCCN1CCC(CC1)O[C@@H](c2ccc(Cl)cc2)c3ccccn3.OS(=O)(=O)c4ccccc4,4.44,8.86,BEPREVE,Charged,675710,4.1,,9.39,,0.34,-0.53,2.0,6.0,True
675712,Cl.N[C@@H]1CCCCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(=O)O,6.41,10.22,BESIVANCE,Charged,675712,5.64,,9.67,,0.77,0.55,3.0,3.0,True
675716,CC(C)N(CC[C@H](c1ccccc1)c2cc(CO)ccc2OC(=O)C(C)C)C(C)C.OC(=O)C=CC(=O)O,,10.6,TOVIAZ,Charged,675716,,,10.64,,,-0.04,1.0,7.0,True
675721,[Br-].C[N+]1(CC2CC2)CC[C@]34[C@H]5Oc6c(O)ccc(C[C@@H]1[C@]3(O)CCC5=O)c46,8.63,,RELISTOR,Neutral,675721,,,,,,,1.0,4.0,True
675724,Cl.CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C3CC3)c4ccccc4F,,3.65,EFFIENT,Neutral,675724,,,,,,,1.0,3.0,True
675726,Cl.Cl.C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2,13.74,10.32,KUVAN,Charged,675726,,,,,,,5.0,3.0,True
675728,Cl.CC[C@H]([C@@H](C)CN(C)C)c1cccc(O)c1,9.97,9.45,NUCYNTA,Charged,675728,,,9.6,,,-0.15,1.0,1.0,True
675730,CC1(C)SC(NC1C(=O)O)C(NC(=O)Cc2ccccc2)C(=O)NCCCCCC(=O)O,1.95,7.2,PRE-PEN,Charged,675730,2.93,4.32,,,-0.98,,3.0,6.0,True
675731,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,3.71,,CARBAGLU,Charged,675731,3.36,4.21,,,0.35,,2.0,5.0,True
675733,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(CC2=NN(C(=O)N2)P(=O)(O)O)[C@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,2.45,4.38,EMEND,Charged,675733,0.36,2.54,,,2.09,,6.0,16.0,True
675736,Cl.CCCCCCOC(=O)CCC(=O)CN,,7.25,CYSVIEW KIT,Neutral,675736,,,7.83,,,-0.58,1.0,3.0,True
675738,[Cl-].CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,12.38,,VIRAC REX,Neutral,675738,,,,,,,2.0,3.0,True
675746,[Na+].Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)[O-])c2cc1C,1.84,,BEROCCA PN,Charged,675746,1.49,6.39,,,0.35,,4.0,9.0,True
675750,[NH3+]CC=C.OC(=O)[O-].ClCC1CO1,,,RENVELA,Neutral,675750,,,,,,,1.0,4.0,True
675812,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c2nc3ccccc3[nH]2,7.65,1.97,DEXILANT,Neutral,675812,,,,,,,3.0,2.0,True
675813,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,13.65,,NATAZIA,Neutral,675813,,,,,,,1.0,2.0,True
685334,CC=C1/NC(=O)[C@@H](CS)NC(=O)[C@H](CC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)C=CCCS)C(C)C,9.17,,ISTODAX,Neutral,685334,,,,,,,3.0,6.0,True
685974,O=C1N(C=C(C=C1c2ccccc2C#N)c3ccccn3)c4ccccc4,,4.73,FYCOMPA,Neutral,685974,,,,,,,3.0,1.0,True
691867,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)c4ccc(Cl)cc4)c1F,6.26,1.63,ZELBORAF,Neutral,691867,,,,,,,3.0,3.0,True
694073,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,,,ASCLERA,Neutral,694073,,,,,,,0.0,10.0,True
699405,CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]6C[C@@H](O[C@@H]7C[C@@H](O)[C@@H](O[C@@H]8C[C@](C)(O)[C@H](O)[C@@H](C)O8)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O,,,MITHRACIN,Neutral,699405,,,,,,,0.0,24.0,True
699406,Cl.CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35,9.34,8.53,DILAUDID,Charged,699406,,,8.59,,,-0.06,1.0,3.0,True
699412,[Ca+2].O[C@H](C[C@H](O)C=Cc1c(nc2ccccc2c1c3ccc(F)cc3)C4CC4)CC(=O)[O-].O[C@H](C[C@H](O)C=Cc5c(nc6ccccc6c5c7ccc(F)cc7)C8CC8)CC(=O)[O-],4.24,4.68,LIVALO,Charged,699412,4.13,,,,0.11,,2.0,8.0,True
699416,Cl.COc1cccc(c1)C2(O)CCCCC2CN(C)C,,9.61,CONZIP,Charged,699416,,,9.23,,,0.38,1.0,2.0,True
699417,[Ca+2].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C(=O)[O-],,,CALCIUM GLUCEPTATE,Neutral,699417,3.38,,,,,,0.0,16.0,True
699419,O.OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,11.28,,ACILAC,Neutral,699419,,,,,,,0.0,12.0,True
699421,[Na+].CCCCCOc1ccc(cc1)c2onc(c2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)c(OS(=O)(=O)[O-])c7)[C@H](O)CC(=O)N,,,MYCAMINE,Neutral,699421,-2.19,,,,,,9.0,23.0,True
699429,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@H]4O[C@H](O)[C@@H](O)[C@@H]5O[C@@H](OC[C@@H]45)c6cccs6)c7cc8OCOc8cc27,9.94,,VUMON,Neutral,699429,,,,,,,0.0,13.0,True
699431,Cl.CN1C2CCCC1CC(C2)NC(=O)c3nn(C)c4ccccc34,12.34,10.5,GRANISETRON HYDROCHLORIDE,Charged,699431,,,9.0,,,1.5,4.0,1.0,True
699433,Cl.CNC1(C)C2CCC(C2)C1(C)C,,11.35,INVERSINE,Charged,699433,,,10.88,,,0.47,1.0,0.0,True
699435,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC([C@H](C)Cl)[C@@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2OP(=O)(O)O,1.84,8.74,ACANYA,Charged,699435,0.93,5.95,7.56,,0.91,1.18,2.0,8.0,True
699436,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2.OS(=O)(=O)c3ccc4ccccc4c3,,9.2,DARVOCET A500,Charged,699436,,,9.52,,,-0.32,1.0,5.0,True
699437,Cl.CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O[C@@H]1SC)C(NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl,12.5,8.74,CLEOCIN,Charged,699437,,,7.55,,,1.19,2.0,6.0,True
699446,[Na+].CO[C@@H]1[C@@H](OC(=O)N)[C@H](O)[C@@H](Oc2ccc3C(=C(NC(=O)c4ccc([O-])c(CC=C(C)C)c4)C(=O)Oc3c2C)O)OC1(C)C,4.5,,ALBAMYCIN,Charged,699446,5.51,,,,-1.01,,2.0,11.0,True
699450,[Cl-].[Cl-].COc1cc(CC2c3c(CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]4(C)CCc5cc(OC)c(OC)c(OC)c5C4Cc6cc(OC)c(OC)c(OC)c6)cc(OC)c(OC)c3OC)cc(OC)c1OC,,,NUROMAX,Neutral,699450,,,,,,,2.0,16.0,True
699453,Cl.C[C@@H]1CN(CC[C@]1(C(=O)O)c2ccccc2)[C@@H]3CC[C@@](CC3)(C#N)c4ccc(F)cc4,3.57,9.38,LIVOSTIN,Charged,699453,3.71,,10.32,,-0.14,-0.94,2.0,2.0,True
699455,Cl.CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,,9.2,COMPOUND 65,Charged,699455,,,9.52,,,-0.32,1.0,2.0,True
699456,CCCCC[C@](C)(O)C=C[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=C/CCCC(=O)O.NC(CO)(CO)CO,4.76,,HEMABATE,Charged,699456,4.36,,,,0.4,,1.0,8.0,True
699457,Cl.COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,7.35,8.68,ELLENCE,Charged,699457,,,9.93,,,-1.25,1.0,11.0,True
699461,O.CS(=O)(=O)O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c4c[nH]c5ccccc45,,6.22,ANZEMET,Neutral,699461,,,,,,,2.0,7.0,True
699470,CCCCC[C@H](O)CC[C@H]1[C@H](O)C[C@@H]2Cc3c(C[C@H]12)cccc3OCC(=O)O,3.19,,REMODULIN,Charged,699470,3.76,,,,-0.57,,0.0,5.0,True
699483,CCCC(=O)OCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,,2.45,CLEVIPREX,Neutral,699483,,,,,,,1.0,6.0,True
699486,Cl.CNCCCC12CCC(c3ccccc13)c4ccccc24,,10.62,LUDIOMIL,Charged,699486,,,10.54,,,0.08,1.0,0.0,True
700369,[Na+].CC(C)Cc1ccc(cc1)C(C)C(=O)[O-],4.41,,ADVIL,Charged,700369,4.85,,,,-0.44,,0.0,2.0,True
704780,CC[C@H]1C=C(/C)[C@@H](O)CC=CC=C(/CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)C(=O)O[C@@H](CC=C(/C)C=C(/C)[C@@H]1O[C@@H]4OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]4O)[C@@H](C)O,,,DIFICID,Neutral,704780,5.87,,,,,,0.0,18.0,True
705121,Cl.NCCS,8.32,10.34,CYSTARAN,Charged,705121,,,10.4,,,-0.06,1.0,0.0,True
711939,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O.OS(=O)(=O)O,12.93,9.52,BACITRACIN ZINC-NEOMYCIN SULFATE-POLYMYXIN B SULFATE,Charged,711939,,,9.97,9.16,,-0.45,6.0,17.0,True
712273,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,12.94,5.49,KORLYM,Neutral,712273,,,,,,,1.0,2.0,True
716337,CNC(=O)c1ccccc1Sc2ccc3c(C=Cc4ccccn4)n[nH]c3c2,12.7,4.3,INLYTA,Neutral,716337,,,,,,,4.0,1.0,True
742171,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1.O[C@H]([C@@H](O)C(=O)[O-])C(=O)O.O[C@H]([C@@H](O)C(=O)[O-])C(=O)O,,,ANSOLYSEN,Neutral,742171,,,,,,,2.0,12.0,True
794445,CN1C(=O)N(C)c2nc[nH]c2C1=O.CN3C(=O)N(C)c4nc[nH]c4C3=O.NCCN,8.6,1.84,AMINOPHYLLIN,Neutral,794445,,,,,,,10.0,4.0,True
806511,[Ag+].Nc1ccc(cc1)S(=O)(=O)[N-]c2ncccn2,6.81,1.57,SILDAFLO,Neutral,806511,6.99,,,,-0.18,,4.0,2.0,True
822010,O.O.Cl.NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,7.81,3.78,AMILORIDE HYDROCHLORIDE,Neutral,822010,,,,,,,7.0,3.0,True
940358,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12.OC(=O)C=C/C(=O)O,,9.65,ZELNORM,Charged,940358,,,8.5,,,1.15,5.0,5.0,True
991212,[Mg+2].COc1ccc2[n-]c(nc2c1)[S+]([O-])Cc3ncc(C)c(OC)c3C.COc4ccc5[n-]c(nc5c4)[S+]([O-])Cc6ncc(C)c(OC)c6C,6.86,3.08,OMEPRAZOLE MAGNESIUM,Neutral,991212,,,,,,,6.0,6.0,True
1031364,Cl.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,4.5,10.8,OXY-KESSO-TETRA,Charged,1031364,2.84,,7.41,,1.66,3.39,2.0,9.0,True
1037865,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,12.12,,ADSOL WITH ACD-A,Neutral,1037865,,,,,,,0.0,6.0,True
1038352,CCCCCCOC(=O)N=C(/N)c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)cc1.CS(=O)(=O)O,9.65,5.98,PRADAXA,Neutral,1038352,,,,,,,7.0,8.0,True
1038354,[Ca+2].CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])CNC3=C1C(=O)N=C(N)N3,3.51,9.3,BEYAZ,Charged,1038354,3.48,4.21,,,0.03,,7.0,6.0,True
1038355,Cl.O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]4CCCC[C@H]4CN5CCN(CC5)c6nsc7ccccc67,,8.25,LATUDA,Charged,1038355,,,8.5,,,-0.25,4.0,2.0,True
1038357,Cl.NC(=O)c1oc2ccc(cc2c1)N3CCN(CCCCc4c[nH]c5ccc(cc45)C#N)CC3,,,VIIBRYD,Neutral,1038357,,,8.6,,,,5.0,2.0,True
1049460,NC(=N)NCc1cccc([131I])c1.OS(=O)(=O)O,,12.13,IOBENGUANE SULFATE I 131,Charged,1049460,,,11.75,,,0.38,3.0,4.0,True
1049461,COS(=O)(=O)[O-].C[N+]1(C)CCN(CC(O)(C2CCCCC2)c3ccccc3)CC1,13.99,4.16,TRAL,Neutral,1049461,,,,,,,2.0,5.0,True
1051124,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc([O-])ccc24,4.4,,AK-FLUOR 10%,Charged,1051124,3.7,6.44,,,0.7,,0.0,5.0,True
1051125,Cl.CN(C)CCC=C1c2ccccc2COc3ccccc13,,9.19,DOXEPIN HYDROCHLORIDE,Charged,1051125,,,9.76,,,-0.57,1.0,1.0,True
1051131,Cl.CC[C@@H](CO)NCCN[C@@H](CC)CO,,,ETHAMBUTOL HYDROCHLORIDE,Neutral,1051131,,,9.55,,,,2.0,2.0,True
1051353,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(=O)O)CCCCC1,4.73,,HORIZANT,Charged,1051353,4.35,,,,0.38,,1.0,6.0,True
1051355,Cl.Cc1cc(C=CC#N)cc(C)c1Nc2ccnc(Nc3ccc(cc3)C#N)n2,,5.25,COMPLERA,Neutral,1051355,,,,,,,6.0,0.0,True
1064511,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,9.2,,ZANOSAR,Neutral,1064511,,,,,,,3.0,7.0,True
1073669,CO[C@H]1[C@@H](C[C@H](O)CN)O[C@H]2C[C@H]3O[C@@H](CC[C@@H]4O[C@@H](CC[C@@]56C[C@H]7O[C@@H]8[C@@H](O[C@H]9CC[C@H](CC(=O)C[C@H]12)O[C@@H]9[C@@H]8O5)[C@H]7O6)CC4=C)C[C@@H](C)C3=C.CS(=O)(=O)O,12.56,8.83,HALAVEN,Charged,1073669,,,9.39,,,-0.56,1.0,14.0,True
1078476,[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(=O)(=O)C)c4ccccc4)C(=O)N2[C@H]1C(=O)[O-],2.44,,MEZLIN,Charged,1078476,3.49,,,,-1.05,,5.0,8.0,True
1078532,[Na+].[Na+].[O-]S(=O)(=O)Oc1ccc(cc1)C(c2ccc(OS(=O)(=O)[O-])cc2)c3ccccn3,-4.64,4.69,PREPOPIK,Charged,1078532,-2.49,-1.85,,,-2.15,,1.0,8.0,True
1110310,O.NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,2.18,10.5,LISINOPRIL,Charged,1110310,3.17,3.85,10.21,8.01,-0.99,0.29,3.0,6.0,True
1123018,[Ca+2].CC(C)c1nc(nc(c1C=C[C@@H](O)C[C@@H](O)CC(=O)[O-])c2ccc(F)cc2)N(C)S(=O)(=O)C.CC(C)c3nc(nc(c3C=C[C@@H](O)C[C@@H](O)CC(=O)[O-])c4ccc(F)cc4)N(C)S(=O)(=O)C,4.25,,CRESTOR,Charged,1123018,4.0,,,,0.25,,6.0,12.0,True
1145509,CNc1ccc(C=Cc2ccc(OCCOCCOCC[18F])nc2)cc1,,4.38,AMYVID,Neutral,1145509,,,,,,,2.0,3.0,True
1153493,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34.OC(=O)C=C/C(=O)O,8.68,0.9,ARCAPTA NEOHALER,Neutral,1153493,,,9.71,,,-8.81,2.0,7.0,True
1158402,OP(=O)(O)O.N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,11.63,3.67,JAKAFI,Neutral,1158402,,,,,,,6.0,4.0,True
1204084,CC=C(C)/C(=O)O[C@H]1C(=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C)C,11.52,,PICATO,Neutral,1204084,,,,,,,0.0,6.0,True
1229711,Cl.CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,,8.12,NAROPIN,Charged,1229711,,,7.82,,,0.3,2.0,1.0,True
1248727,COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,12.8,9.28,DURAQUIN,Charged,1248727,,,9.05,,,0.23,2.0,9.0,True
1248730,[Na+].[Na+].[O-]P(=O)([O-])F,,,EXTRA-STRENGTH AIM,Neutral,1248730,0.1,6.1,,,,,0.0,3.0,False
1248731,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C(/C)[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,10.4,,AFINITOR,Neutral,1248731,,,,,,,1.0,14.0,True
1248732,[Ca+2].NC1=NC(=O)C2=C(NC[C@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])N2C=O)N1,3.51,5.66,FUSILEV,Charged,1248732,3.47,4.21,,,0.04,,7.0,7.0,True
1248739,O.[Br-].CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,,,ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,Neutral,1248739,,,,,,,1.0,4.0,True
1248748,CN(C)c1ccc2c(ccc(C=Cc3cc(C)n(c3C)c4ccccc4)[n+]2C)c1.CN(C)c5ccc6c(ccc(C=Cc7cc(C)n(c7C)c8ccccc8)[n+]6C)c5.Oc9c(Cc%10c(O)c(cc%11ccccc%10%11)C(=O)[O-])c%12ccccc%12cc9C(=O)[O-],,1.47,POVAN,Neutral,1248748,,,,,,,6.0,6.0,True
1277553,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1,12.04,2.32,STIVARGA,Neutral,1277553,,,,,,,4.0,3.0,True
1280054,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.OC(C(O)C(=O)O)C(=O)O,8.95,1.82,BROVANA,Neutral,1280054,,,9.81,,,-7.99,2.0,10.0,True
1285392,COc1ccc(CNc2nc(ncc2C(=O)NCc3ncccn3)N4CCC[C@H]4CO)cc1Cl,11.84,5.89,STENDRA,Neutral,1285392,,,,,,,7.0,3.0,True
1285394,CC(C)OC(=O)CCCC=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C=CC(F)(F)COc2ccccc2,,,ZIOPTAN,Neutral,1285394,,,,,,,0.0,5.0,True
1331852,CC(C)(C)c1cc(c(NC(=O)C2=CNc3ccccc3C2=O)cc1O)C(C)(C)C,11.08,1.15,KALYDECO,Neutral,1331852,6.57,,,,4.51,,2.0,3.0,True
1336997,[Na+].[Na+].CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-],1.67,,LUSEDRA,Charged,1336997,1.44,6.5,,,0.23,,0.0,5.0,True
1336998,[Mg+2].[O-]S(=O)(=O)[O-],,,SUPREP BOWEL PREP KIT,Neutral,1336998,-3.03,1.9,,,,,0.0,4.0,False
1336999,[K+].[K+].[O-]S(=O)(=O)[O-],,,SUPREP BOWEL PREP KIT,Neutral,1336999,-3.03,1.9,,,,,0.0,4.0,False
1347272,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C3=C[C@H]4[C@@H]5C[C@@H](C[C@H]5C=C[C@H]4[C@@H]3CC(=O)O1)O[C@@H]6O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]6OC.CC[C@H]7CCC[C@H](O[C@H]8CC[C@@H]([C@@H](C)O8)N(C)C)[C@@H](C)C(=O)C9=C[C@H]%10[C@@H]%11C[C@@H](C[C@H]%11C(=C[C@H]%10[C@@H]9CC(=O)O7)C)O[C@@H]%12O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]%12OC,,,NATROBA,Neutral,1347272,,,8.56,,,,2.0,20.0,True
1347273,CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]23C)C6CCCCC6,,,ALVESCO,Neutral,1347273,,,,,,,0.0,7.0,True
1347275,CN1C[C@@H]2[C@@H](C1)c3cc(Cl)ccc3Oc4ccccc24.OC(=O)C=C/C(=O)O,,9.5,SAPHRIS,Charged,1347275,,,7.29,,,2.21,1.0,5.0,True
1355852,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34.OC(C(O)C(=O)O)C(=O)O,10.07,9.06,LEVO-DROMORAN,Charged,1355852,,,9.66,,,-0.6,1.0,7.0,True
1355854,NCCS.OC(C(O)C(=O)O)C(=O)O,8.32,10.34,CYSTAGON,Charged,1355854,2.72,4.79,,,5.6,,1.0,6.0,True
1355856,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O.OC(C(O)C(=O)O)C(=O)O,9.62,6.94,CAFERGOT,Neutral,1355856,,,7.78,,,-0.84,5.0,11.0,True
